-6.95119462079721,-0.8521377081184396
-6.359382623070354,-1.9554610941911832
-7.179682400178823,0.5485687928478101
-6.883825164438026,-0.7057474201640213
-7.146340324424646,0.5139793650400026
-6.148247139431417,-2.7517385438114754
-5.597145745414186,-3.154122697395713
-7.015448015047284,-0.5627525471653934
-6.314396731697609,-2.3567312232408506
-7.155500176866376,-0.26185482948512906
-6.5399213616684575,-1.4775963201966886
-5.840856112065881,-3.0635274012201537
-6.603105811142137,-1.931697222633914
-7.009512607302923,-0.4692036074488515
-6.885712652332525,-0.22747015896808187
6.859315928539152,3.9652439459610394
6.890421668979361,3.7944345659604446
7.1189544446210995,3.486154537368334
6.475827055160807,4.4539206325790195
6.101010234340642,5.438711674396843
6.866313186580555,3.7962936623548957
6.9967802412633295,3.8723202370890597
7.197999877505019,2.131975192105776
7.2778222140029944,1.5648734827436135
7.241910329364015,3.1010417088904685
7.088401617388954,3.2262217175112387
6.41618068641056,5.033049216751678
5.343573374050165,6.402452515751775
5.452411576936782,6.337199043295285
6.868864732943856,4.0012483445623195
